"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"4111","売上高","4,116,540","4,548,118","3,208,893","3,016,685","4,429,633","5,125,182","5,884,068","4,314,426","2,754,995","4,518,414","5,272,213","5,555,169"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,116,540","4,548,118","3,208,893","3,016,685","4,429,633","5,125,182","5,884,068","4,314,426","2,754,995","4,518,414","5,272,213","5,555,169"
"5111","期首棚卸高","146,175","192,037","253,239","171,789","196,589","179,695","155,465","242,502","132,531","136,414","268,384","304,503"
"5211","商品仕入高","2,992,147","1,785,502","1,137,638","1,119,814","1,735,504","2,003,758","2,233,765","1,504,818","1,044,301","1,883,681","2,129,833","2,080,002"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","192,037","253,239","171,789","196,589","179,695","155,465","242,502","132,531","136,414","268,384","304,503","237,673"
,"当期売上原価","2,946,285","1,724,300","1,219,088","1,095,014","1,752,398","2,027,988","2,146,728","1,614,789","1,040,418","1,751,711","2,093,714","2,146,832"
,"売上総利益","1,170,255","2,823,818","1,989,805","1,921,671","2,677,235","3,097,194","3,737,340","2,699,637","1,714,577","2,766,703","3,178,499","3,408,337"
"6111","給与手当","932,500","952,500","952,500","949,318","956,000","959,000","959,000","960,941","1,085,232","965,989","1,064,040","951,040"
