"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
"4111","売上高","225,827,981","243,349,501","224,283,519","259,247,128","251,383,247","332,982,581","284,070,032","238,220,224","311,471,085","261,859,651","273,182,837","245,771,557"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","7,500","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","148,007","126,583","132,052","154,471","117,981","163,358","151,667","143,810","178,535","167,427","161,525","167,884"
,"純売上高","225,679,974","243,222,918","224,151,467","259,092,657","251,265,266","332,819,223","283,918,365","238,076,414","311,292,550","261,699,724","273,021,312","245,603,673"
"5111","期首棚卸高","46,428,664","44,885,414","51,731,708","66,801,424","61,189,432","63,134,038","83,998,065","58,467,599","52,905,199","56,149,025","53,346,017","52,779,343"
"5211","商品仕入高","78,473,637","95,981,317","96,873,434","88,761,396","95,127,543","145,843,166","79,783,292","83,848,650","119,723,724","91,636,988","98,382,323","93,498,193"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","44,885,414","51,731,708","66,801,424","61,189,432","63,134,038","83,998,065","58,467,599","52,905,199","56,149,025","53,346,017","52,779,343","54,222,550"
,"当期売上原価","80,016,887","89,135,023","81,803,718","94,373,388","93,182,937","124,979,139","105,313,758","89,411,050","116,479,898","94,439,996","98,948,997","92,054,986"
,"売上総利益","145,663,087","154,087,895","142,347,749","164,719,269","158,082,329","207,840,084","178,604,607","148,665,364","194,812,652","167,259,728","174,072,315","153,548,687"
"6111","給与手当","23,684,500","24,392,402","-27,487,717","24,154,182","23,831,895","25,865,577","22,692,682","23,179,590","23,236,586","23,893,428","24,077,580","24,034,911"
"6311","雑給","36,162,757","37,527,703","34,821,008","39,046,609","37,990,225","46,794,369","41,928,301","37,445,351","45,827,966","41,510,919","43,278,552","40,348,743"
"6112","旅費交通費","1,942,620","1,674,016","2,023,767","1,990,450","1,857,668","1,948,516","1,886,683","1,902,486","2,008,393","2,138,341","2,256,306","2,250,321"
"6113","広告宣伝費","9,833,333","9,356,574","10,666,516","16,490,346","10,740,757","12,634,112","12,778,941","11,026,856","13,933,111","9,169,680","9,979,105","9,903,865"
"6114","販売促進費","1,687,549","1,536,925","1,412,917","1,542,065","1,467,481","1,829,937","1,540,771","1,557,660","1,460,069","1,488,554","1,362,155","1,334,150"
"6115","荷造発送費","327,441","327,584","332,400","319,928","376,294","374,744","137,515","326,876","462,918","374,695","376,254","330,589"
"6116","外注費","0","243,792","162,881","147,185","217,535","423,092","592,160","758,146","1,197,821","792,784","1,137,689","699,129"
"6117","支払手数料","11,186,388","12,877,420","14,238,748","13,504,807","12,477,769","15,361,192","13,798,897","12,484,373","14,191,700","15,254,880","14,062,746","13,693,918"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","2,290,625","2,290,625","2,302,953","1,527,083","1,527,083","-4,875,417","1,527,083","1,527,083","1,527,083","1,527,083","1,527,083","1,527,083"
"6312","法定福利費","5,338,582","5,312,635","5,444,863","5,223,941","5,676,893","6,029,231","5,748,402","5,857,258","5,791,337","6,266,074","6,194,074","7,963,752"
"6226","厚生費","2,186,358","1,967,964","3,316,667","2,249,314","2,070,994","2,204,113","2,063,444","2,415,361","4,283,562","4,872,182","2,850,772","3,326,292"
"6119","退職金","0","0","0","0","0","500,000","0","0","0","0","0","0"
"6214","減価償却費","9,018,208","9,018,208","5,542,773","7,224,546","7,224,546","7,224,546","7,224,546","7,224,546","7,224,546","7,224,546","7,224,546","7,224,546"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","21,693,690","22,665,146","23,163,183","23,920,077","23,584,448","24,063,649","24,222,634","23,530,969","24,625,440","23,936,250","24,584,614","23,526,725"
"6216","修繕／車両関係費","1,396,733","3,640,362","3,454,076","1,689,061","1,445,601","2,670,750","1,216,649","5,374,857","2,867,566","1,154,116","1,732,558","2,363,980"
"6217","事務用消耗品費","20,201","30,142","68,808","14,922","52,521","16,165","28,349","18,245","5,316","35,266","33,350","12,401"
"6218","通信交通費","221,827","544,353","747,471","366,912","371,340","244,466","647,594","400,539","438,391","212,735","572,408","436,969"
"6219","水道光熱費","12,358,679","15,664,571","21,683,494","15,198,629","13,985,318","12,966,076","16,075,800","16,355,608","14,327,337","12,652,934","12,667,862","11,736,294"
"6221","租税公課","116,400","21,000","211,000","43,600","133,400","29,200","32,000","14,600","89,200","74,400","148,000","80,400"
"6222","寄付金","0","50,000","0","3,000","4,000","44,000","39,000","0","0","20,000","0","1,000"
"6223","接待交際費","6,545","1,375","10,000","14,533","64,446","62,437","115,534","77,230","47,932","26,313","76,403","108,182"
"6224","保険料","857,175","876,905","1,027,793","988,684","922,494","812,324","860,324","860,324","895,514","883,904","860,324","860,324"
"6225","備品消耗品費","7,290,333","13,414,530","15,751,766","8,290,550","8,168,228","11,406,761","8,190,050","11,300,081","9,050,314","9,380,944","8,576,578","9,408,549"
"6227","管理諸費","4,972,424","3,523,597","3,405,168","3,114,198","2,981,252","2,641,411","3,601,274","3,826,930","6,375,881","2,639,166","3,835,056","3,158,740"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","185,000","62,500","53,300","183,300","49,300","45,800","92,500","55,300","93,000","136,900","81,300","228,800"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","6,650","3,400","0","0","0","0","0","0","0"
"6231","雑費","36,500","19,400","3,957","7,000","3,900","5,000","4,145","24,166","23,550","20,676","30,000","7,604"
"6232","本社　指導料","0","0","0","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000"
,"販売費及び一般管理費計","152,813,868","167,039,729","122,357,792","171,261,572","161,228,788","175,322,051","171,045,278","171,544,435","183,984,533","169,686,770","171,525,315","168,567,267"
,"営業利益（損失）","-7,150,781","-12,951,834","19,989,957","-6,542,303","-3,146,459","32,518,033","7,559,329","-22,879,071","10,828,119","-2,427,042","2,547,000","-15,018,580"
"7111","受取利息","0","0","0","0","1","12","25","417","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","347,112","325,854","321,563,481","1,772,042","2,456,099","1,191,526","1,923,417","389,207","1,415,591","335,338","651,561","396,792"
,"営業外収益計","347,112","325,854","321,563,481","1,772,042","2,456,100","1,191,538","1,923,442","389,624","1,415,591","335,338","651,561","396,792"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-440","-11,768","-48,440","33,741","55,936","-47,317","1,028","1,604","52,970","36,666","13,477","307"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","9,061,900","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","105,722","0","0","0","310,000","3,000","0","0","0","0"
,"営業外費用計","-440","-11,768","9,119,182","33,741","55,936","-47,317","311,028","4,604","52,970","36,666","13,477","307"
,"経常利益（損失）","-6,803,229","-12,614,212","332,434,256","-4,804,002","-746,295","33,756,888","9,171,743","-22,494,051","12,190,740","-2,128,370","3,185,084","-14,622,095"
